subject 	task 	staircase 	trialNum 	responseX 	responseY 	correctX 	correctY 	clickX 	clickY 	accuracy 	responsePosInStream 	correctPosInStream 	position0 	position1 	position2 	position3 	position4 	position5 	position6 	position7 	position8 	position9 	position10 	position11 	position12 	position13 	position14 	position15 	position16 	position17 	position18 	position19 	position20 	position21 	position22 	position23 	longFrames
autoTest 	 dot-jump 	 False 	 20 	 -2.82842712475 	 -2.82842712475 	 -2.82842712475 	 -2.82842712475 	 -2.82842712475 	 -2.82842712475 	 True 	 10 	 10 	13 	4 	18 	5 	10 	0 	6 	19 	14 	11 	15 	2 	16 	3 	17 	20 	8 	21 	22 	7 	1 	23 	9 	12 	119
autoTest 	 dot-jump 	 False 	 21 	 4.0 	 0.0 	 4.0 	 0.0 	 4.0 	 0.0 	 True 	 10 	 10 	19 	17 	20 	11 	12 	18 	13 	4 	8 	10 	0 	9 	16 	6 	7 	3 	15 	5 	21 	22 	23 	1 	2 	14 	119
autoTest 	 dot-jump 	 False 	 22 	 4.0 	 0.0 	 4.0 	 0.0 	 4.0 	 0.0 	 True 	 10 	 10 	21 	14 	16 	2 	17 	8 	23 	4 	13 	12 	0 	18 	22 	15 	10 	5 	20 	1 	3 	11 	6 	7 	9 	19 	119
autoTest 	 dot-jump 	 False 	 23 	 2.0 	 -3.46410161514 	 2.0 	 -3.46410161514 	 2.0 	 -3.46410161514 	 True 	 10 	 10 	11 	3 	17 	9 	15 	2 	21 	18 	16 	4 	20 	13 	12 	10 	14 	19 	6 	0 	23 	22 	1 	5 	8 	7 	119
autoTest 	 dot-jump 	 False 	 24 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 1.03527618041 	 True 	 10 	 10 	9 	19 	17 	7 	12 	14 	22 	3 	8 	2 	11 	20 	13 	1 	4 	21 	15 	0 	16 	10 	23 	6 	18 	5 	119
autoTest 	 dot-jump 	 False 	 25 	 -3.86370330516 	 -1.03527618041 	 -3.86370330516 	 -1.03527618041 	 -3.86370330516 	 -1.03527618041 	 True 	 10 	 10 	3 	5 	16 	6 	10 	12 	11 	14 	9 	21 	13 	20 	7 	22 	15 	2 	1 	19 	18 	17 	23 	4 	8 	0 	119
autoTest 	 dot-jump 	 False 	 26 	 2.0 	 -3.46410161514 	 2.0 	 -3.46410161514 	 2.0 	 -3.46410161514 	 True 	 10 	 10 	7 	17 	14 	11 	18 	6 	4 	10 	3 	13 	20 	8 	12 	9 	2 	21 	16 	15 	22 	23 	5 	1 	0 	19 	119
autoTest 	 dot-jump 	 False 	 27 	 2.82842712475 	 -2.82842712475 	 2.82842712475 	 -2.82842712475 	 2.82842712475 	 -2.82842712475 	 True 	 10 	 10 	7 	20 	1 	23 	18 	4 	14 	3 	9 	11 	21 	16 	19 	5 	13 	22 	0 	2 	15 	8 	17 	12 	10 	6 	119
autoTest 	 dot-jump 	 False 	 28 	 -2.82842712475 	 -2.82842712475 	 -2.82842712475 	 -2.82842712475 	 -2.82842712475 	 -2.82842712475 	 True 	 10 	 10 	20 	16 	0 	11 	8 	10 	23 	13 	12 	9 	15 	19 	6 	17 	18 	21 	4 	2 	3 	7 	1 	5 	14 	22 	119
autoTest 	 dot-jump 	 False 	 29 	 3.46410161514 	 2.0 	 3.46410161514 	 2.0 	 3.46410161514 	 2.0 	 True 	 10 	 10 	15 	6 	12 	13 	20 	16 	10 	8 	14 	22 	2 	17 	7 	5 	1 	18 	0 	23 	9 	11 	21 	19 	3 	4 	119
autoTest 	 dot-jump 	 False 	 30 	 0.0 	 4.0 	 0.0 	 4.0 	 0.0 	 4.0 	 True 	 10 	 10 	23 	11 	5 	0 	8 	12 	18 	2 	1 	10 	6 	16 	14 	17 	13 	22 	21 	19 	7 	9 	15 	4 	20 	3 	119
autoTest 	 dot-jump 	 False 	 31 	 -3.86370330516 	 -1.03527618041 	 -3.86370330516 	 -1.03527618041 	 -3.86370330516 	 -1.03527618041 	 True 	 10 	 10 	2 	3 	11 	15 	23 	9 	7 	19 	6 	12 	13 	4 	10 	8 	21 	14 	22 	18 	17 	0 	16 	1 	20 	5 	119
autoTest 	 dot-jump 	 False 	 32 	 1.03527618041 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 True 	 10 	 10 	17 	6 	10 	1 	3 	14 	16 	18 	5 	22 	19 	23 	20 	21 	9 	7 	0 	13 	15 	11 	4 	2 	8 	12 	119
autoTest 	 dot-jump 	 False 	 33 	 -3.46410161514 	 -2.0 	 -3.46410161514 	 -2.0 	 -3.46410161514 	 -2.0 	 True 	 10 	 10 	20 	12 	7 	8 	15 	10 	21 	3 	19 	13 	14 	16 	9 	18 	1 	2 	11 	22 	23 	4 	6 	17 	0 	5 	119
autoTest 	 dot-jump 	 False 	 34 	 -2.0 	 3.46410161514 	 -2.0 	 3.46410161514 	 -2.0 	 3.46410161514 	 True 	 10 	 10 	3 	19 	12 	11 	1 	23 	5 	2 	13 	9 	8 	14 	16 	6 	20 	21 	15 	7 	22 	10 	4 	17 	18 	0 	119
autoTest 	 dot-jump 	 False 	 35 	 -4.0 	 0.0 	 -4.0 	 0.0 	 -4.0 	 0.0 	 True 	 10 	 10 	18 	17 	11 	3 	16 	20 	8 	13 	22 	21 	12 	1 	6 	19 	9 	5 	23 	7 	2 	14 	10 	15 	4 	0 	119
autoTest 	 dot-jump 	 False 	 36 	 -2.0 	 -3.46410161514 	 -2.0 	 -3.46410161514 	 -2.0 	 -3.46410161514 	 True 	 10 	 10 	11 	10 	4 	8 	22 	20 	15 	1 	23 	13 	16 	7 	14 	17 	0 	3 	19 	12 	6 	5 	18 	9 	2 	21 	119
autoTest 	 dot-jump 	 False 	 37 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 1.03527618041 	 True 	 10 	 10 	14 	2 	12 	7 	20 	21 	19 	8 	15 	18 	11 	10 	13 	23 	22 	1 	4 	5 	3 	6 	16 	0 	9 	17 	119
autoTest 	 dot-jump 	 False 	 38 	 1.03527618041 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 True 	 10 	 10 	21 	22 	18 	7 	4 	8 	2 	1 	17 	5 	19 	0 	9 	11 	15 	3 	6 	12 	10 	16 	14 	13 	23 	20 	119
autoTest 	 dot-jump 	 False 	 39 	 3.86370330516 	 -1.03527618041 	 3.86370330516 	 -1.03527618041 	 3.86370330516 	 -1.03527618041 	 True 	 10 	 10 	3 	21 	17 	5 	7 	15 	13 	2 	19 	14 	23 	8 	20 	12 	1 	22 	6 	4 	0 	9 	16 	10 	18 	11 	119
autoTest 	 dot-jump 	 False 	 40 	 2.0 	 -3.46410161514 	 2.0 	 -3.46410161514 	 2.0 	 -3.46410161514 	 True 	 10 	 10 	14 	17 	4 	23 	11 	7 	10 	2 	12 	3 	20 	5 	18 	8 	19 	21 	15 	16 	13 	0 	9 	6 	22 	1 	119
autoTest 	 dot-jump 	 False 	 41 	 4.0 	 0.0 	 4.0 	 0.0 	 4.0 	 0.0 	 True 	 10 	 10 	4 	11 	8 	18 	7 	1 	9 	3 	22 	14 	0 	21 	2 	5 	16 	12 	23 	10 	17 	13 	19 	15 	6 	20 	119
autoTest 	 dot-jump 	 False 	 42 	 2.0 	 -3.46410161514 	 2.0 	 -3.46410161514 	 2.0 	 -3.46410161514 	 True 	 10 	 10 	18 	1 	21 	15 	8 	7 	6 	23 	17 	19 	20 	4 	9 	0 	11 	2 	10 	16 	12 	3 	22 	5 	14 	13 	119
autoTest 	 dot-jump 	 False 	 43 	 -1.03527618041 	 -3.86370330516 	 -1.03527618041 	 -3.86370330516 	 -1.03527618041 	 -3.86370330516 	 True 	 10 	 10 	10 	23 	1 	13 	9 	2 	16 	15 	20 	19 	17 	12 	4 	22 	3 	18 	6 	14 	5 	8 	0 	21 	7 	11 	119
autoTest 	 dot-jump 	 False 	 44 	 -4.0 	 0.0 	 -4.0 	 0.0 	 -4.0 	 0.0 	 True 	 10 	 10 	7 	21 	14 	0 	22 	13 	1 	8 	5 	18 	12 	16 	6 	4 	2 	9 	17 	3 	19 	11 	23 	15 	10 	20 	119
autoTest 	 dot-jump 	 False 	 45 	 3.46410161514 	 2.0 	 3.46410161514 	 2.0 	 3.46410161514 	 2.0 	 True 	 10 	 10 	17 	10 	3 	1 	13 	22 	23 	14 	7 	19 	2 	18 	15 	0 	6 	8 	20 	16 	9 	12 	4 	21 	5 	11 	119
autoTest 	 dot-jump 	 False 	 46 	 0.0 	 4.0 	 0.0 	 4.0 	 0.0 	 4.0 	 True 	 10 	 10 	5 	7 	3 	19 	10 	2 	22 	11 	20 	17 	6 	4 	8 	13 	9 	21 	18 	15 	1 	16 	12 	14 	23 	0 	119
autoTest 	 dot-jump 	 False 	 47 	 1.03527618041 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 True 	 10 	 10 	16 	7 	10 	13 	4 	0 	9 	8 	17 	20 	19 	2 	18 	14 	15 	22 	6 	3 	21 	23 	1 	12 	11 	5 	119
autoTest 	 dot-jump 	 False 	 48 	 -2.82842712475 	 2.82842712475 	 -2.82842712475 	 2.82842712475 	 -2.82842712475 	 2.82842712475 	 True 	 10 	 10 	2 	22 	0 	20 	14 	23 	11 	16 	12 	21 	9 	18 	5 	13 	3 	17 	15 	19 	1 	10 	8 	7 	4 	6 	119
autoTest 	 dot-jump 	 False 	 49 	 3.46410161514 	 2.0 	 3.46410161514 	 2.0 	 3.46410161514 	 2.0 	 True 	 10 	 10 	20 	0 	14 	16 	19 	6 	10 	4 	9 	1 	2 	18 	12 	11 	3 	21 	17 	8 	13 	5 	15 	23 	7 	22 	119
autoTest 	 dot-jump 	 False 	 50 	 -3.86370330516 	 -1.03527618041 	 -3.86370330516 	 -1.03527618041 	 -3.86370330516 	 -1.03527618041 	 True 	 10 	 10 	20 	6 	9 	16 	14 	21 	23 	12 	11 	0 	13 	3 	15 	8 	19 	1 	4 	17 	5 	22 	2 	18 	7 	10 	119
autoTest 	 dot-jump 	 False 	 51 	 -1.03527618041 	 -3.86370330516 	 -1.03527618041 	 -3.86370330516 	 -1.03527618041 	 -3.86370330516 	 True 	 10 	 10 	21 	3 	9 	14 	19 	2 	5 	8 	18 	4 	17 	15 	0 	7 	23 	11 	20 	16 	13 	6 	10 	22 	1 	12 	119
autoTest 	 dot-jump 	 False 	 52 	 3.86370330516 	 -1.03527618041 	 3.86370330516 	 -1.03527618041 	 3.86370330516 	 -1.03527618041 	 True 	 10 	 10 	13 	9 	1 	14 	17 	21 	10 	16 	6 	8 	23 	4 	15 	3 	22 	7 	11 	18 	12 	0 	5 	2 	20 	19 	119
autoTest 	 dot-jump 	 False 	 53 	 4.0 	 0.0 	 4.0 	 0.0 	 4.0 	 0.0 	 True 	 10 	 10 	17 	22 	19 	3 	5 	1 	10 	11 	23 	7 	0 	21 	14 	12 	8 	16 	20 	13 	2 	18 	4 	15 	9 	6 	119
autoTest 	 dot-jump 	 False 	 54 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 1.03527618041 	 True 	 10 	 10 	15 	7 	19 	12 	13 	14 	2 	1 	0 	5 	11 	16 	4 	17 	10 	18 	21 	8 	20 	23 	22 	9 	3 	6 	119
autoTest 	 dot-jump 	 False 	 55 	 3.86370330516 	 1.03527618041 	 3.86370330516 	 1.03527618041 	 3.86370330516 	 1.03527618041 	 True 	 10 	 10 	14 	16 	6 	4 	11 	10 	15 	19 	2 	23 	1 	5 	13 	17 	7 	8 	0 	9 	22 	12 	3 	20 	18 	21 	119
autoTest 	 dot-jump 	 False 	 56 	 2.82842712475 	 -2.82842712475 	 2.82842712475 	 -2.82842712475 	 2.82842712475 	 -2.82842712475 	 True 	 10 	 10 	3 	11 	9 	5 	16 	10 	14 	15 	6 	13 	21 	23 	17 	20 	18 	8 	0 	22 	12 	7 	4 	19 	2 	1 	119
autoTest 	 dot-jump 	 False 	 57 	 3.46410161514 	 -2.0 	 3.46410161514 	 -2.0 	 3.46410161514 	 -2.0 	 True 	 10 	 10 	18 	13 	5 	14 	23 	21 	10 	17 	3 	15 	22 	7 	1 	12 	16 	19 	9 	20 	8 	4 	0 	2 	11 	6 	119
autoTest 	 dot-jump 	 False 	 58 	 -3.46410161514 	 2.0 	 -3.46410161514 	 2.0 	 -3.46410161514 	 2.0 	 True 	 10 	 10 	1 	7 	13 	21 	0 	14 	18 	12 	16 	11 	10 	5 	2 	23 	17 	20 	4 	22 	15 	3 	19 	6 	9 	8 	119
autoTest 	 dot-jump 	 False 	 59 	 -4.0 	 0.0 	 -4.0 	 0.0 	 -4.0 	 0.0 	 True 	 10 	 10 	6 	7 	22 	11 	0 	21 	4 	5 	13 	18 	12 	19 	15 	1 	14 	2 	10 	8 	16 	20 	17 	23 	3 	9 	119
autoTest 	 dot-jump 	 False 	 60 	 -4.0 	 0.0 	 -4.0 	 0.0 	 -4.0 	 0.0 	 True 	 10 	 10 	10 	22 	18 	15 	1 	2 	7 	16 	14 	6 	12 	11 	20 	23 	0 	4 	21 	5 	13 	19 	3 	17 	8 	9 	119
autoTest 	 dot-jump 	 False 	 61 	 4.0 	 0.0 	 4.0 	 0.0 	 4.0 	 0.0 	 True 	 10 	 10 	12 	6 	5 	20 	3 	10 	14 	18 	1 	15 	0 	13 	23 	2 	21 	8 	9 	16 	7 	4 	11 	19 	22 	17 	119
autoTest 	 dot-jump 	 False 	 62 	 2.82842712475 	 2.82842712475 	 2.82842712475 	 2.82842712475 	 2.82842712475 	 2.82842712475 	 True 	 10 	 10 	7 	15 	1 	8 	21 	10 	23 	22 	0 	17 	3 	5 	16 	9 	12 	11 	4 	19 	2 	14 	20 	6 	13 	18 	119
autoTest 	 dot-jump 	 False 	 63 	 -3.46410161514 	 -2.0 	 -3.46410161514 	 -2.0 	 -3.46410161514 	 -2.0 	 True 	 10 	 10 	18 	7 	3 	15 	16 	5 	1 	20 	11 	4 	14 	23 	17 	0 	22 	19 	8 	21 	2 	6 	9 	13 	10 	12 	119
autoTest 	 dot-jump 	 False 	 64 	 2.0 	 -3.46410161514 	 2.0 	 -3.46410161514 	 2.0 	 -3.46410161514 	 True 	 10 	 10 	12 	22 	19 	14 	9 	18 	21 	17 	11 	16 	20 	0 	2 	4 	3 	6 	7 	1 	8 	13 	10 	5 	15 	23 	119
autoTest 	 dot-jump 	 False 	 65 	 0.0 	 4.0 	 0.0 	 4.0 	 0.0 	 4.0 	 True 	 10 	 10 	16 	9 	21 	5 	23 	3 	11 	15 	20 	7 	6 	13 	4 	10 	18 	2 	1 	14 	12 	0 	17 	19 	22 	8 	119
autoTest 	 dot-jump 	 False 	 66 	 -3.46410161514 	 -2.0 	 -3.46410161514 	 -2.0 	 -3.46410161514 	 -2.0 	 True 	 10 	 10 	1 	0 	3 	21 	10 	6 	4 	18 	19 	22 	14 	9 	20 	23 	11 	12 	2 	8 	5 	13 	16 	15 	17 	7 	119
autoTest 	 dot-jump 	 False 	 67 	 -1.03527618041 	 -3.86370330516 	 -1.03527618041 	 -3.86370330516 	 -1.03527618041 	 -3.86370330516 	 True 	 10 	 10 	21 	1 	18 	9 	6 	19 	2 	15 	14 	3 	17 	4 	12 	11 	23 	16 	8 	13 	10 	7 	20 	5 	0 	22 	119
autoTest 	 dot-jump 	 False 	 68 	 3.86370330516 	 -1.03527618041 	 3.86370330516 	 -1.03527618041 	 3.86370330516 	 -1.03527618041 	 True 	 10 	 10 	3 	21 	6 	19 	15 	10 	5 	17 	7 	2 	23 	16 	18 	14 	11 	8 	20 	0 	12 	1 	9 	4 	13 	22 	119
autoTest 	 dot-jump 	 False 	 69 	 -1.03527618041 	 3.86370330516 	 -1.03527618041 	 3.86370330516 	 -1.03527618041 	 3.86370330516 	 True 	 10 	 10 	17 	5 	3 	1 	13 	16 	21 	0 	4 	22 	7 	15 	2 	6 	19 	10 	23 	8 	20 	11 	12 	14 	18 	9 	119
autoTest 	 dot-jump 	 False 	 70 	 -2.0 	 3.46410161514 	 -2.0 	 3.46410161514 	 -2.0 	 3.46410161514 	 True 	 10 	 10 	9 	2 	22 	19 	5 	11 	7 	13 	6 	15 	8 	18 	23 	0 	3 	14 	21 	10 	16 	12 	1 	4 	17 	20 	119
autoTest 	 dot-jump 	 False 	 71 	 -4.0 	 0.0 	 -4.0 	 0.0 	 -4.0 	 0.0 	 True 	 10 	 10 	22 	10 	23 	13 	21 	15 	6 	3 	5 	20 	12 	18 	9 	7 	8 	4 	16 	1 	17 	19 	0 	14 	2 	11 	119
autoTest 	 dot-jump 	 False 	 72 	 3.86370330516 	 -1.03527618041 	 3.86370330516 	 -1.03527618041 	 3.86370330516 	 -1.03527618041 	 True 	 10 	 10 	7 	12 	2 	16 	5 	20 	21 	6 	0 	17 	23 	1 	11 	4 	9 	14 	10 	22 	18 	19 	15 	3 	13 	8 	119
autoTest 	 dot-jump 	 False 	 73 	 -2.82842712475 	 -2.82842712475 	 -2.82842712475 	 -2.82842712475 	 -2.82842712475 	 -2.82842712475 	 True 	 10 	 10 	6 	14 	5 	0 	16 	10 	8 	20 	22 	21 	15 	2 	12 	3 	4 	1 	9 	19 	7 	17 	11 	18 	13 	23 	119
autoTest 	 dot-jump 	 False 	 74 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 1.03527618041 	 True 	 10 	 10 	15 	20 	14 	9 	12 	23 	2 	1 	13 	21 	11 	5 	16 	19 	22 	7 	8 	3 	6 	18 	4 	0 	17 	10 	119
autoTest 	 dot-jump 	 False 	 75 	 1.03527618041 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 1.03527618041 	 -3.86370330516 	 True 	 10 	 10 	18 	6 	5 	8 	4 	23 	11 	20 	21 	10 	19 	22 	3 	15 	17 	9 	2 	1 	7 	12 	0 	13 	14 	16 	119
autoTest 	 dot-jump 	 False 	 76 	 1.03527618041 	 3.86370330516 	 1.03527618041 	 3.86370330516 	 1.03527618041 	 3.86370330516 	 True 	 10 	 10 	10 	12 	9 	1 	4 	17 	15 	13 	6 	11 	5 	16 	8 	0 	19 	20 	23 	14 	21 	7 	2 	3 	18 	22 	119
autoTest 	 dot-jump 	 False 	 77 	 -1.03527618041 	 3.86370330516 	 -1.03527618041 	 3.86370330516 	 -1.03527618041 	 3.86370330516 	 True 	 10 	 10 	2 	13 	17 	14 	9 	10 	3 	22 	15 	5 	7 	16 	8 	23 	21 	4 	18 	12 	1 	0 	20 	11 	19 	6 	119
autoTest 	 dot-jump 	 False 	 78 	 3.46410161514 	 2.0 	 3.46410161514 	 2.0 	 3.46410161514 	 2.0 	 True 	 10 	 10 	3 	19 	1 	23 	15 	10 	9 	4 	14 	12 	2 	18 	6 	13 	22 	20 	7 	16 	8 	0 	17 	11 	21 	5 	119
autoTest 	 dot-jump 	 False 	 79 	 -2.82842712475 	 -2.82842712475 	 -2.82842712475 	 -2.82842712475 	 -2.82842712475 	 -2.82842712475 	 True 	 10 	 10 	7 	11 	9 	22 	18 	1 	5 	17 	14 	13 	15 	16 	2 	8 	0 	12 	6 	10 	4 	19 	23 	3 	20 	21 	119
autoTest 	 dot-jump 	 False 	 80 	 0.0 	 -4.0 	 0.0 	 -4.0 	 0.0 	 -4.0 	 True 	 10 	 10 	13 	12 	0 	23 	21 	4 	1 	14 	20 	5 	18 	6 	8 	9 	22 	15 	19 	16 	17 	2 	10 	3 	7 	11 	119
autoTest 	 dot-jump 	 False 	 81 	 3.46410161514 	 -2.0 	 3.46410161514 	 -2.0 	 3.46410161514 	 -2.0 	 True 	 10 	 10 	14 	0 	16 	21 	7 	4 	2 	1 	17 	10 	22 	6 	3 	9 	20 	5 	11 	23 	13 	19 	15 	18 	8 	12 	119
autoTest 	 dot-jump 	 False 	 82 	 4.0 	 0.0 	 4.0 	 0.0 	 4.0 	 0.0 	 True 	 10 	 10 	22 	6 	15 	17 	10 	9 	3 	7 	12 	13 	0 	21 	2 	8 	11 	19 	16 	1 	5 	23 	20 	18 	4 	14 	119
autoTest 	 dot-jump 	 False 	 83 	 0.0 	 4.0 	 0.0 	 4.0 	 0.0 	 4.0 	 True 	 10 	 10 	0 	20 	16 	2 	3 	10 	13 	9 	22 	19 	6 	8 	7 	11 	21 	23 	12 	18 	1 	17 	5 	15 	14 	4 	119
autoTest 	 dot-jump 	 False 	 84 	 -2.82842712475 	 2.82842712475 	 -2.82842712475 	 2.82842712475 	 -2.82842712475 	 2.82842712475 	 True 	 10 	 10 	22 	7 	19 	8 	3 	6 	12 	11 	1 	5 	9 	0 	2 	4 	10 	13 	16 	15 	18 	20 	23 	21 	17 	14 	119
autoTest 	 dot-jump 	 False 	 85 	 1.03527618041 	 3.86370330516 	 1.03527618041 	 3.86370330516 	 1.03527618041 	 3.86370330516 	 True 	 10 	 10 	3 	18 	15 	1 	2 	4 	14 	21 	19 	7 	5 	22 	0 	17 	11 	6 	23 	13 	8 	10 	9 	12 	20 	16 	119
